DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
20K112,P.S. 112 Lefferts Park,Elementary,661,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.88,0.95,0.89,0.96,0.95,0.97,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,03/24/2015 12:00:00 AM,,,0.247,0.18,0.017,0.757,0.051,0.676,0.402,0.002,0.334,0.256,15.9,0.698,0.95,0.154,0.947
20K127,P.S. 127 Mckinley Park,Elementary,538,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.94,0.98,0.94,0.99,0.96,1,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,01/21/2015 12:00:00 AM,,,0.294,0.206,0.028,0.67,0.035,0.602,0.405,0.009,0.227,0.342,8,0.897,0.947,0.141,0.953
20K160,P.S. 160 William T. Sampson,Elementary,1274,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.93,0.91,0.95,0.92,0.97,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,11/10/2015 12:00:00 AM,,,0.642,0.129,0.042,0.921,0.027,0.862,0.87,0.006,0.082,0.038,13.8,0.692,0.978,0.041,0.963
20K163,P.S. 163 Bath Beach,K-8,633,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.92,0.79,0.88,0.9,0.91,Well Developed,Well Developed,Proficient,Proficient,Proficient,,,,,,05/20/2015 12:00:00 AM,,,0.227,0.193,0.065,0.754,0.087,0.671,0.313,0.013,0.349,0.322,3.5,0.872,0.946,0.157,0.966
20K164,P.S. 164 Caesar Rodney,Elementary,681,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.85,0.94,0.89,0.95,0.94,0.95,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,03/29/2016 12:00:00 AM,,,0.2,0.182,0.078,0.894,0.093,0.812,0.436,0.015,0.405,0.131,3.9,0.736,0.96,0.092,0.959
20K170,Ralph A. Fabrizio School,Elementary,1035,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.97,0.98,0.97,0.95,0.98,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,12/02/2014 12:00:00 AM,,,0.33,0.164,0.024,0.83,0.135,0.769,0.558,0.005,0.171,0.255,8.8,0.727,0.963,0.092,0.967
84K386,Invictus Preparatory Charter School,Middle,258,,,,,,,,0.55,0.42,0.54,0.48,0.87,0.67,,,,,,,,,,,,2.27,2.28,0.089,0.225,0.023,0.852,0.209,0.736,0.062,0.694,0.225,0.012,,,0.933,0.201,
20K176,P.S. 176 Ovington,Elementary,1334,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.85,0.92,0.88,0.9,0.93,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,11/20/2014 12:00:00 AM,,,0.283,0.108,0.022,0.802,0.087,0.736,0.669,0.006,0.205,0.115,13.4,0.779,0.973,0.055,0.961
20K179,P.S. 179 Kensington,Elementary,848,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.86,0.87,0.87,0.9,0.91,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,01/01/2017 12:00:00 AM,,,0.486,0.177,0.091,0.903,0.114,0.842,0.547,0.04,0.243,0.157,0.8,0.803,0.935,0.205,0.95
20K180,The SEEALL Academy,K-8,1120,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.86,0.93,0.79,0.96,0.89,0.94,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,05/04/2015 12:00:00 AM,,,0.308,0.154,0.035,0.843,0.066,0.756,0.459,0.008,0.272,0.248,11.9,0.857,0.964,0.091,0.965
20K185,P.S. 185 Walter Kassenbrock,Elementary,652,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.9,0.91,0.9,0.93,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,12/11/2015 12:00:00 AM,,,0.071,0.156,0.048,0.416,0.014,0.305,0.078,0.012,0.175,0.701,3,0.929,0.952,0.104,0.952
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,1032,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.81,0.87,0.82,0.87,0.94,0.89,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,02/05/2016 12:00:00 AM,,,0.355,0.182,0.066,0.765,0.045,0.708,0.405,0.002,0.274,0.307,13.7,0.597,0.955,0.114,0.969
20K187,The Christa McAuliffe School\I.S. 187,Middle,873,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.89,0.91,0.86,0.95,0.89,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,12/09/2014 12:00:00 AM,3.9,4.15,0.033,0.113,0.066,0.585,0.023,0.477,0.675,0.013,0.068,0.239,13.9,0.833,0.982,0.026,0.957
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,646,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.84,0.84,0.75,0.87,0.94,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,05/01/2015 12:00:00 AM,,,0.333,0.223,0.005,0.906,0.118,0.837,0.217,0.017,0.48,0.28,12.8,0.69,0.935,0.219,0.957
20K200,P.S. 200 Benson School,Elementary,1296,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.82,0.86,0.82,0.88,0.88,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Developing,Proficient,01/01/2018 12:00:00 AM,,,0.311,0.135,0.032,0.768,0.046,0.715,0.341,0.006,0.201,0.435,10,0.847,0.941,0.172,0.961
20K201,J.H.S. 201 The Dyker Heights,Middle,1584,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,0.86,0.94,0.79,0.94,0.85,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,01/07/2015 12:00:00 AM,3.1,3.44,0.09,0.136,0.032,0.641,0.047,0.55,0.52,0.006,0.155,0.314,4.9,0.846,0.972,0.056,0.954
20K204,P.S. 204 Vince Lombardi,Elementary,1143,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.9,0.94,0.94,0.93,0.93,0.96,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,04/17/2015 12:00:00 AM,,,0.172,0.154,0.067,0.65,0.03,0.563,0.53,0.003,0.18,0.279,6.9,0.88,0.962,0.086,0.951
20K205,P.S. 205 Clarion,Elementary,1224,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,0.72,0.76,0.83,0.79,0.91,0.78,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,01/01/2018 12:00:00 AM,,,0.271,0.171,0.103,0.726,0.051,0.627,0.593,0.011,0.192,0.203,13.8,0.725,0.961,0.108,0.952
20K220,J.H.S. 220 John J. Pershing,Middle,1520,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,0.74,0.76,0.67,0.79,0.77,0.85,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,02/01/2017 12:00:00 AM,2.45,2.86,0.338,0.151,0.041,0.913,0.075,0.843,0.524,0.013,0.418,0.043,0.8,0.78,0.946,0.173,0.965
20K223,J.H.S. 223 The Montauk,Middle,950,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.85,0.75,0.89,0.81,0.89,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Developing,12/01/2017 12:00:00 AM,2.53,3.05,0.336,0.153,0.054,0.906,0.051,0.847,0.621,0.018,0.261,0.095,8.8,0.833,0.96,0.111,0.96
20K227,J.H.S. 227 Edward B. Shallow,Middle,1506,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.81,0.88,0.74,0.94,0.82,0.92,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,03/01/2018 12:00:00 AM,2.6,3,0.277,0.139,0.046,0.846,0.077,0.776,0.598,0.005,0.265,0.127,4.9,0.802,0.961,0.102,0.96
20K229,P.S. 229 Dyker,K-8,1217,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.82,0.69,0.82,0.91,0.87,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,,,,,,02/25/2015 12:00:00 AM,,,0.122,0.149,0.058,0.495,0.028,0.403,0.6,0.015,0.12,0.255,7.9,0.855,0.965,0.084,0.954
20K247,P.S. 247 Brooklyn,Elementary,873,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.87,0.9,0.88,0.88,0.91,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,11/18/2014 12:00:00 AM,,,0.289,0.192,0.002,0.712,0.041,0.638,0.505,0.003,0.129,0.355,12.8,0.767,0.955,0.112,0.961
20K259,J.H.S. 259 William Mckinley,Middle,1852,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.86,0.94,0.8,0.96,0.84,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,01/23/2015 12:00:00 AM,3,3.32,0.13,0.12,0.032,0.741,0.074,0.664,0.445,0.013,0.201,0.335,13.8,0.827,0.961,0.106,0.959
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,480,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.89,0.83,0.91,0.86,0.92,0.89,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,01/30/2015 12:00:00 AM,,,0.125,0.252,0.058,0.641,0.021,0.542,0.123,0.029,0.327,0.506,8,0.829,0.95,0.152,0.967
20K310,The School For Future Leaders,Elementary,409,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.93,0.96,0.97,0.99,0.97,0.98,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,02/01/2017 12:00:00 AM,,,0.457,0.117,0.005,0.888,0.24,0.824,0.866,0,0.076,0.059,8,0.8,0.98,0.048,0.966
20K503,P.S. 503: The School of Discovery,Elementary,1072,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.8,0.87,0.82,0.9,0.93,0.94,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,01/01/2018 12:00:00 AM,,,0.59,0.238,0.048,0.939,0.431,0.854,0.207,0.006,0.734,0.049,3,0.718,0.948,0.146,0.953
20K506,P.S. 506: The School of Journalism & Technology,Elementary,793,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.79,0.82,0.77,0.92,0.86,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,03/17/2016 12:00:00 AM,,,0.327,0.201,0.05,0.916,0.057,0.847,0.309,0.009,0.647,0.033,3,0.647,0.947,0.172,0.95
20K609,Urban Assembly School for Criminal Justice,Middle,228,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.91,0.81,0.93,0.83,0.93,Well Developed,Well Developed,Proficient,Well Developed,Proficient,,,,,,04/19/2016 12:00:00 AM,2.56,2.64,0.167,0.145,0.004,0.887,0.083,0.825,0.443,0.158,0.237,0.123,0.8,0.522,0.936,0.207,0.979
20K682,The Academy of Talented Scholars,Elementary,378,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.89,0.94,0.91,0.92,0.98,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,12/11/2014 12:00:00 AM,,,0.04,0.302,0.005,0.39,0.011,0.262,0.198,0.048,0.127,0.614,9,0.714,0.953,0.117,0.964
20K686,Brooklyn School of Inquiry,K-8,566,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.79,0.82,0.69,0.88,0.94,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,03/26/2015 12:00:00 AM,,,0.087,0.072,0,0.265,0.007,0.152,0.2,0.049,0.049,0.671,0.8,0.875,0.955,0.092,0.966
20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,548,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.92,0.87,0.92,0.94,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,02/09/2015 12:00:00 AM,,,0.153,0.144,0.009,0.649,0.031,0.557,0.392,0.005,0.283,0.307,8,0.711,0.959,0.103,0.962
20K971,"School of Math, Science, and Healthy Living",Elementary,357,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.81,0.84,0.85,0.88,0.89,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,02/01/2017 12:00:00 AM,,,0.44,0.112,0.006,0.875,0.081,0.793,0.468,0.011,0.443,0.078,8,0.412,0.969,0.052,0.949
21K090,P.S. 90 Edna Cohen School,Elementary,592,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.66,0.69,0.67,0.74,0.92,0.79,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,04/28/2015 12:00:00 AM,,,0.204,0.191,0.007,0.893,0.166,0.821,0.117,0.171,0.564,0.122,8.7,0.5,0.91,0.361,0.969
21K095,P.S. 095 The Gravesend,K-8,925,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.96,0.85,0.97,0.94,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,02/05/2015 12:00:00 AM,,,0.132,0.176,0.055,0.793,0.049,0.724,0.348,0.082,0.352,0.21,7.5,0.879,0.949,0.153,0.976
21K096,I.S. 096 Seth Low,Middle,779,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.83,0.92,0.77,0.93,0.88,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,12/04/2014 12:00:00 AM,2.47,2.68,0.313,0.223,0.08,0.828,0.096,0.764,0.334,0.095,0.263,0.297,4.6,0.614,0.94,0.177,0.971
21K097,P.S. 97 The Highlawn,Elementary,780,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.89,0.88,0.92,0.93,0.91,Proficient,Well Developed,Proficient,Well Developed,Proficient,,,,,,02/26/2015 12:00:00 AM,,,0.301,0.176,0.038,0.715,0.026,0.646,0.524,0.01,0.212,0.249,4,0.855,0.956,0.132,0.969
21K098,I.S. 98 Bay Academy,Middle,1530,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.89,0.94,0.8,0.96,0.86,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,11/06/2014 12:00:00 AM,3.4,3.68,0.014,0.091,0.014,0.486,0.012,0.378,0.273,0.028,0.088,0.585,8.8,0.819,0.957,0.1,0.967
21K099,P.S. 099 Isaac Asimov,K-8,840,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.98,0.89,0.96,0.91,0.96,Proficient,Proficient,Well Developed,Well Developed,Proficient,,,,,,03/15/2016 12:00:00 AM,,,0.289,0.145,0.045,0.803,0.046,0.727,0.413,0.079,0.176,0.323,15.7,0.82,0.914,0.308,0.959
21K100,P.S. 100 The Coney Island School,Elementary,739,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.94,0.91,0.89,0.92,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,04/21/2016 12:00:00 AM,,,0.179,0.187,0.064,0.449,0.037,0.368,0.03,0.028,0.054,0.884,1.9,0.852,0.939,0.156,0.948
21K101,P.S. 101 The Verrazano,Elementary,870,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.89,0.94,0.97,0.98,0.93,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,01/06/2016 12:00:00 AM,,,0.234,0.243,0.025,0.69,0.022,0.617,0.532,0.008,0.167,0.284,12.8,0.891,0.957,0.117,0.939
21K121,P.S. 121 Nelson A. Rockefeller,K-8,336,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.89,0.91,0.88,0.96,0.93,0.94,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,05/26/2016 12:00:00 AM,,,0.19,0.277,0.006,0.724,0.048,0.625,0.202,0.024,0.423,0.33,5.5,0.765,0.943,0.162,0.958
21K128,P.S. 128 Bensonhurst,Elementary,467,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.91,0.87,0.94,0.9,0.91,Proficient,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Proficient,01/01/2018 12:00:00 AM,,,0.445,0.182,0.036,0.8,0.009,0.76,0.268,0.011,0.18,0.535,4.9,0.714,0.952,0.131,0.958
84K406,"EMBER Charter School for Mindful Education, Innova",K-8,468,Meeting Target,Meeting Target,,Meeting Target,Meeting Target,Meeting Target,,0.83,0.81,0.79,0.85,0.93,0.86,,,,,,,,,,,,,,0.077,0.143,0.021,0.858,0.19,0.78,0.004,0.791,0.192,0.006,,,,,
21K153,P.S. 153 Homecrest,Elementary,501,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.8,0.8,0.91,0.83,0.9,0.81,Proficient,Proficient,Well Developed,Proficient,Well Developed,,,,,,05/07/2015 12:00:00 AM,,,0.263,0.21,0.078,0.829,0.032,0.782,0.273,0.014,0.345,0.327,14.9,0.711,0.936,0.235,0.964
21K177,P.S. 177 The Marlboro,Elementary,950,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.87,0.95,0.91,0.94,0.92,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,01/26/2016 12:00:00 AM,,,0.359,0.168,0.054,0.807,0.056,0.747,0.284,0.006,0.307,0.382,3,0.833,0.941,0.189,0.951
21K188,P.S. 188 Michael E. Berdy,Elementary,407,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.63,0.63,0.48,0.77,0.88,0.85,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,10/01/2016 12:00:00 AM,,,0.066,0.31,0.133,0.92,0.192,0.875,0.054,0.501,0.349,0.076,1,0.972,0.88,0.511,0.95
21K199,P.S. 199 Frederick Wachtel,Elementary,521,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.78,0.81,0.77,0.9,0.84,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,10/29/2015 12:00:00 AM,,,0.34,0.205,0.079,0.814,0.083,0.722,0.232,0.056,0.219,0.482,10.8,0.685,0.927,0.276,0.962
21K209,P.S. 209 Margaret Mead,K-8,697,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.82,0.89,0.75,0.83,0.88,0.89,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,05/11/2015 12:00:00 AM,,,0.202,0.275,0.112,0.697,0.076,0.627,0.3,0.034,0.245,0.41,15.8,0.9,0.94,0.19,0.962
21K212,P.S. 212 Lady Deborah Moody,Elementary,645,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.75,0.81,0.76,0.86,0.92,0.88,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,05/04/2016 12:00:00 AM,,,0.195,0.253,0.105,0.854,0.121,0.769,0.336,0.124,0.364,0.163,3,0.758,0.922,0.297,0.963
21K215,P.S. 215 Morris H. Weiss,Elementary,866,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.92,0.96,0.95,0.96,0.91,0.95,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,01/22/2015 12:00:00 AM,,,0.23,0.147,0.038,0.696,0.037,0.611,0.236,0.022,0.248,0.484,10,0.864,0.936,0.207,0.96
21K216,P.S. 216 Arturo Toscanini,Elementary,661,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.84,0.78,0.85,0.94,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,04/01/2017 12:00:00 AM,,,0.238,0.147,0.023,0.679,0.033,0.617,0.278,0.035,0.183,0.487,3.8,0.75,0.937,0.194,0.959
21K225,P.S. K225 - The Eileen E. Zaglin,K-8,964,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.72,0.67,0.64,0.78,0.82,0.8,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Proficient,04/01/2017 12:00:00 AM,,,0.429,0.204,0.062,0.825,0.067,0.768,0.188,0.021,0.34,0.444,3.8,0.805,0.925,0.275,0.935
21K226,P.S. 226 Alfred De B.Mason,K-8,976,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.89,0.78,0.9,0.9,0.91,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,03/31/2015 12:00:00 AM,,,0.276,0.172,0.075,0.802,0.105,0.721,0.303,0.016,0.295,0.374,2,0.846,0.948,0.148,0.963
21K228,I.S. 228 David A. Boody,Middle,1311,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.88,0.73,0.9,0.85,0.88,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,03/01/2017 12:00:00 AM,2.79,3.05,0.105,0.158,0.027,0.705,0.037,0.624,0.288,0.052,0.265,0.384,11,0.716,0.949,0.158,0.974
21K238,P.S. 238 Anne Sullivan,K-8,539,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.85,0.68,0.83,0.85,0.87,Well Developed,Well Developed,Proficient,Well Developed,Proficient,,,,,,04/21/2016 12:00:00 AM,,,0.373,0.228,0.109,0.882,0.167,0.831,0.202,0.041,0.51,0.237,12.8,0.811,0.929,0.259,0.945
21K239,Mark Twain I.S. 239 for the Gifted & Talented,Middle,1322,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.88,0.9,0.79,0.92,0.87,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,05/13/2015 12:00:00 AM,3.66,3.88,0.011,0.119,0.019,0.355,0.015,0.242,0.278,0.069,0.06,0.516,6.8,0.904,0.959,0.091,0.957
21K253,P.S. 253,Elementary,885,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.98,0.98,0.98,0.95,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,10/27/2014 12:00:00 AM,,,0.224,0.158,0.035,0.898,0.086,0.832,0.372,0.002,0.366,0.246,14.9,0.754,0.939,0.2,0.975
21K281,I.S. 281 Joseph B Cavallaro,Middle,1334,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.74,0.8,0.73,0.8,0.81,0.82,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,02/01/2017 12:00:00 AM,2.69,2.97,0.175,0.178,0.055,0.758,0.048,0.687,0.411,0.064,0.242,0.279,6,0.703,0.941,0.183,0.957
21K288,P.S. 288 The Shirley Tanyhill,K-8,634,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.74,0.71,0.65,0.75,0.88,0.85,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,02/01/2017 12:00:00 AM,,,0.063,0.32,0.15,0.958,0.23,0.926,0.017,0.588,0.328,0.062,4,0.724,0.876,0.505,0.973
21K303,I.S. 303 Herbert S. Eisenberg,Middle,538,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.73,0.75,0.68,0.77,0.83,0.79,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,10/01/2017 12:00:00 AM,2.51,2.67,0.141,0.16,0.061,0.819,0.1,0.749,0.216,0.104,0.383,0.29,6.6,0.677,0.924,0.277,0.97
